Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
RYI,Ryerson Holding Corp.,Industrials,27.74,0.024766797,N/A,N/A,0.687030951,953.951775,8.230817734,0.219498706,1.375757242,44.43,23.5
SABR,Sabre Corp,Technology,3.7,0,N/A,N/A,0,1229.627094,N/A,0,1.743016894,7.92,2.99
SAFE,Safehold Inc.,Real Estate,16.42,0.043239951,0,0.033656884,0.529217706,1050.315234,N/A,N/A,3.190660968,29.75,6.55
SAFT,"Safety Insurance Group, Inc.",Financial Services,70.25,0.049517942,0,0.023836256,3.478635425,1039.131467,29.45884977,1.449431427,0.478840973,86.52,64.31
SAGE,Sage Therapeutics Inc,Healthcare,19.58,0,N/A,N/A,0,1172.527604,N/A,0,0.707471837,59.99,16.52
SAH,"Sonic Automotive, Inc.",Consumer Cyclical,41.84,0.027014742,0.16,0.37040631,1.130296795,979.583602,N/A,N/A,1.067902071,61.2,38.56
SAIA,Saia Inc.,Industrials,391.07,0,N/A,N/A,0,10377.19184,30.86897316,0,1.582267831,443.85,180.17
SAMG,Silvercrest Asset Management Group Inc,Financial Services,16.21,0.04388942,0.055555556,0.062980048,0.7114475,151.943511,0,N/A,0.927986018,22.74,14.39
SANA,Sana Biotechnology Inc,N/A,3.35,0,N/A,N/A,0,659.755918,0,N/A,2.007841979,8.01,2.99
SANM,Sanmina Corp,Technology,52.81,0,N/A,N/A,0,3073.542,10.34458595,0,1.104969957,69.28,49.07
SASR,Sandy Spring Bancorp,Financial Services,20.42,0.064064634,0,0.039594988,1.30819983,916.089575,6.399910403,0.410093991,0.927199821,36.01,18.63
SATS,EchoStar Corp,Technology,14.51,0,N/A,N/A,0,524.714712,4.687128951,0,1.009386324,24.8,13.95
SAVA,Cassava Sciences Inc,Healthcare,14.86,0,N/A,N/A,0,623.674111,0,N/A,1.452986161,45.43,12.32
SAVE,Spirit Airlines Inc,Industrials,15.93,0,N/A,N/A,0,1738.934204,N/A,0,0.637186214,21.55,14.08
SB,"Safe Bulkers, Inc",Industrials,3.31,0.059124982,N/A,N/A,0.195703692,369.345403,2.866186596,0.179544671,1.121243629,3.74,2.36
SBCF,Seacoast Banking Corp. Of Florida,Financial Services,20.65,0.033191977,N/A,N/A,0.685414317,1744.925,18.13097465,0.535479936,1.363267497,33.44,17.38
SBGI,Sinclair Inc,Communication Services,9.73,0.025693731,0,0.045639553,0.25,385.78729,0,N/A,0.492706156,15.86,9.39
SBH,Sally Beauty Holdings Inc,Consumer Cyclical,7.26,0,N/A,N/A,0,782.406955,4.789494027,0,1.172239552,18.42,7.21
SBOW,SilverBow Resources Inc,Energy,34.6,0,N/A,N/A,0,782.594945,0,N/A,1.559211028,43.95,19.13
SBRA,Sabra Healthcare REIT Inc,Real Estate,14.23,0.084328883,0,-0.077892089,1.156497776,3290.241503,N/A,N/A,0.774711019,14.5,9.58
SBSI,Southside Bancshares Inc,Financial Services,27.97,0.050053629,7.75,0.024569138,1.366821737,853.085,8.082589582,0.409228065,0.761844544,39.07,25.1
SBT,Sterling Bancorp Inc,Financial Services,5.77,0,N/A,N/A,0,300.478993,0,N/A,0.662421852,6.76,4.22
SCHL,Scholastic Corp.,Communication Services,37.13,0.02154592,0,0.059223841,0.791462494,1090.135389,18.92596162,0.468321003,0.734761374,46.56,30.06
SCL,Stepan Co.,Basic Materials,63.66,0.022934339,0,0.078625221,1.45132627,1422.875355,18.00105454,0.421897172,0.963297872,113.64,63.6
SCS,"Steelcase, Inc.",Industrials,11.48,0.034290915,0,-0.058255167,0.393659703,1075.071222,19.94566275,0.83243752,1.012278396,11.85,5.91
SCSC,"Scansource, Inc.",Technology,32.11,0,N/A,N/A,0,797.747358,8.882710623,0,0.82778577,35.5,26.14
SCU,Sculptor Capital Management Inc,Financial Services,12.22,0.021949267,N/A,N/A,0.268220043,305.460493,N/A,N/A,1.090005533,12.4,7.76
SCVL,"Shoe Carnival, Inc.",Consumer Cyclical,23.67,0.020835193,0.333333333,0.084471771,0.493169022,647.604028,7.177337973,0.150356409,1.200146037,28.82,18.89
SCWX,SecureWorks Corp,Technology,5.75,0,N/A,N/A,0,93.353033,N/A,0,1.373367239,10.06,5.28
SD,Sandridge Energy Inc,Energy,16.26,0.006150062,N/A,N/A,0.100000002,601.062087,0,N/A,1.198509343,19.42,11.11
SDGR,Schrodinger Inc,Healthcare,23.45,0,N/A,N/A,0,1470.693718,22.16435659,0,1.663163672,59.24,15.85
SEAS,SeaWorld Entertainment Inc,Consumer Cyclical,42.49,0,N/A,N/A,0,2718.143936,10.69482771,0,1.383508122,68.19,42.24
SEAT,Vivid Seats Inc,N/A,6.49,0,N/A,N/A,0,625.533419,10.31518451,0,1.00081669,9.89,6.06
SEER,Seer Inc,N/A,1.81,0,N/A,N/A,0,108.409954,N/A,0,2.43567759,8.74,1.76
SEM,Select Medical Holdings Corporation,Healthcare,23.17,0.021436625,N/A,N/A,0.496686593,2945.912972,15.0136226,0.316360887,1.190092747,33.37,18.51
SENEA,Seneca Foods Corp.,Consumer Defensive,53.56,0,N/A,N/A,0,405.929105,14.9342962,0,0.569666663,68.74,32.5
SENS,Senseonics Holdings Inc,Healthcare,0.5511,0,N/A,N/A,0,291.077944,0,N/A,2.204507277,1.3,0.49
SFBS,ServisFirst Bancshares Inc,Financial Services,51.29,0.02164886,0.217391304,0.132956811,1.110370054,2791.37316,11.48089581,0.248961896,1.080408735,85.97,39.06
SFIX,Stitch Fix Inc,Consumer Cyclical,3.03,0,N/A,N/A,0,278.524266,N/A,0,2.998652507,6.03,2.63
SFL,SFL Corporation Ltd,Industrials,11.17,0.085944494,0.043478261,-0.072682108,0.917637147,1547.739472,12.72780665,1.036643862,0.663072869,11.33,8.04
SFM,Sprouts Farmers Market Inc,Consumer Defensive,43.21,0,N/A,N/A,0,4407.42,17.32789734,0,0.564186114,44.24,26.35
SFNC,Simmons First National Corp.,Financial Services,16.08,0.047911376,0.052631579,0.059223841,0.770414919,2030.286319,7.5823156,0.366864247,1.177921275,23.55,14.19
SFST,Southern First Bancshares Inc,Financial Services,26.91,0,N/A,N/A,0,217.336947,0,N/A,0.922072042,49.96,20.75
SG,Sweetgreen Inc,Financial Services,10.93,0,N/A,N/A,0,1079.164937,N/A,0,1.902525767,20,6.1
SGC,Superior Group of Companies Inc..,Consumer Cyclical,7.61,0.070709484,0,0.069610376,0.538099173,125.597814,0,N/A,0.757415915,11.96,6.79
SGH,SMART Global Holdings Inc,Technology,13.1,0,N/A,N/A,0,655.889451,N/A,0,1.82606164,29.99,12.47
SGHT,Sight Sciences Inc,N/A,3.78,0,N/A,N/A,0,183.90106,N/A,0,1.842577537,15.3,2.78
SGMO,Sangamo Therapeutics Inc,Healthcare,0.56,0,N/A,N/A,0,99.182562,N/A,0,1.612243834,4.95,0.4946
SGRY,Surgery Partners Inc,Healthcare,23.53,0,N/A,N/A,0,2976.519588,N/A,0,2.230537555,45.79,20.46
SHAK,Shake Shack Inc,Consumer Cyclical,53.52,0,N/A,N/A,0,2112.03209,N/A,0,1.211171996,80.58,40.83
SHBI,Shore Bancshares Inc.,Financial Services,10.22,0.045915505,0,0.037137289,0.469256464,338.517264,11.86115152,0.325872545,0.898970977,20.06,9.94
SHCR,Sharecare Inc,N/A,1.24,0,N/A,N/A,0,442.835435,N/A,0,1.641598696,2.71,0.7695
SHEN,Shenandoah Telecommunications Co.,Communication Services,21.66,0.003693444,N/A,N/A,0.079999998,1088.717222,N/A,N/A,1.113592762,23.31,15.62
SHLS,Shoals Technologies Group Inc,N/A,16.07,0,N/A,N/A,0,2730.927781,17.75762754,0,1.550794639,32.43,14.81
SHO,Sunstone Hotel Investors Inc,Real Estate,9.34,0.023351517,N/A,N/A,0.218103169,1935.105014,22.12231219,0.520036168,1.132006851,11.17,8.45
SHOO,Steven Madden Ltd.,Consumer Cyclical,31.96,0.025821038,N/A,N/A,0.825240387,2407.052986,14.64616322,0.382055735,1.211295188,36.67,26.51
SHYF,Shyft Group Inc (The),N/A,13.99,0.014224413,N/A,N/A,0.198999532,489.105649,11.77943377,0.17008507,1.481406648,33.79,12.87
SIBN,SI-BONE Inc,Healthcare,17.14,0,N/A,N/A,0,663.083113,N/A,0,1.100821774,29.51,11.14
SIG,Signet Jewelers Ltd,Consumer Cyclical,69.26,0.012364382,N/A,N/A,0.856357112,3108.81655,6.865760931,0.108951287,1.342646141,83.36,53.82
SIGA,SIGA Technologies Inc,Healthcare,5.44,0,N/A,N/A,0,386.691215,13.59909872,0,1.212413752,8.71,4.22
SIGI,Selective Insurance Group Inc.,Financial Services,102.53,0.011625802,0.071428571,0.084471771,1.19199349,6209.919746,22.91331109,0.267863706,0.50739591,106.54,83.47
SILK,Silk Road Medical Inc,Healthcare,7.63,0,N/A,N/A,0,296.295729,N/A,0,0.695039753,58.04,6.36
SITC,SITE Centers Corp,Real Estate,11.9,0.0430335,N/A,N/A,0.512098645,2490.358529,24.07422813,1.048523025,1.089373316,14.47,10.68
SITM,SiTime Corp,Technology,113.05,0,N/A,N/A,0,2510.8405,N/A,0,2.406506464,142.88,74.7
SJW,SJW Group,Utilities,59.1,0.02571912,0.055555556,0.062980048,1.48847582,1877.54394,21.25144529,0.520446091,0.488656551,82.61,56.96
SKIL,Skillsoft Corp.,N/A,17.14,0,N/A,N/A,0,2757.184947,0,N/A,1.708225726,43.4,13.85
SKIN,Beauty Health Company (The),N/A,5.08,0,N/A,N/A,0,675.059696,0,N/A,1.798816294,13.9,4.98
SKLZ,Skillz Inc,N/A,4.2,0,N/A,N/A,0,74.517349,N/A,0,3.44423407,24.8,3.96
SKT,"Tanger Factory Outlet Centers, Inc.",Real Estate,23.03,0.038211029,N/A,N/A,0.914471162,2422.301756,27.37218777,1.09569993,1.077575233,25.23,15.37
SKWD,Skyward Specialty Insurance Group Inc,N/A,29.16,0,N/A,N/A,0,1098.575677,0,N/A,0.479784401,29.59,17.5
SKY,Skyline Champion Corp,Consumer Cyclical,61.2,0,N/A,N/A,0,3496.56359,10.40891757,0,1.762153509,76.82,44.68
SKYT,SkyWater Technology Inc,N/A,5.59,0,N/A,N/A,0,258.725056,N/A,0,1.968918717,15.99,5.3
SKYW,Skywest Inc.,Industrials,39.67,0,N/A,N/A,0,1668.631117,N/A,0,1.332776759,46.07,14.76
SLAB,Silicon Laboratories Inc,Technology,109.31,0,N/A,N/A,0,3483.093629,48.86289338,0,1.71249818,194.68,108.43
SLCA,U.S. Silica Holdings Inc,Energy,13.52,0,N/A,N/A,0,1042.618406,6.745370361,0,1.143952137,14.9,10.38
SLDP,Solid Power Inc,N/A,1.76,0,N/A,N/A,0,313.96718,N/A,0,1.477179647,6.05,1.74
SLGC,SomaLogic Inc,N/A,1.77,0,N/A,N/A,0,332.886636,N/A,0,1.476102819,3.79,1.73
SLP,Simulations Plus Inc.,Healthcare,40.65,0.00588292,0,0,0.239140718,810.025192,77.9770112,0.474485552,1.130753869,52.69,32.36
SLQT,SelectQuote Inc,N/A,1.24,0,N/A,N/A,0,207.978516,N/A,0,3.576964482,2.94,0.51
SLVM,Sylvamo Corp,N/A,43.21,0.024079602,N/A,N/A,1.040479617,1808.967119,6.090798381,0.153011708,0.882326268,56.03,37.33
SM,SM Energy Co,Energy,41.98,0.014193517,N/A,N/A,0.595843854,4983.026,4.579444165,0.067099533,1.304232155,47.87,24.43
SMBC,"Southern Missouri Bancorp, Inc.",Financial Services,40.47,0.020523482,0,0.100665081,0.830585329,458.786617,0,N/A,1.021016835,54.44,29.8
SMBK,SmartFinancial Inc,Financial Services,20.75,0.014822436,N/A,N/A,0.30756554,352.834909,0,N/A,0.936626686,30.1,18.67
SMCI,Super Micro Computer Inc,Technology,285.2,0,N/A,N/A,0,15087.08,23.57363617,0,1.370437214,357,54.44
SMMF,Summit Financial Group Inc,Financial Services,22.65,0.03531734,0.1,0.094608784,0.799937747,332.32413,0,N/A,0.724437398,28.15,16.44
SMP,"Standard Motor Products, Inc.",Consumer Cyclical,32.11,0.035098927,N/A,N/A,1.127026553,697.6208,18.43899139,0.655247996,0.931519871,41.46,31.91
SMPL,Simply Good Foods Co,Consumer Defensive,32.66,0,N/A,N/A,0,3251.269981,25.58846199,0,0.844426459,40.16,31.73
SMR,NuScale Power Corporation,N/A,5.78,0,N/A,N/A,0,430.512977,N/A,0,0.838160481,12.36,4.47
SMRT,SmartRent Inc,Consumer Cyclical,2.61,0,N/A,N/A,0,522.612572,N/A,0,1.562235312,4.12,2.03
SMTC,Semtech Corp.,Technology,21.92,0,N/A,N/A,0,1406.6064,N/A,0,1.421814961,35.18,17.82
SNBR,Sleep Number Corp,Consumer Cyclical,18.12,0,N/A,N/A,0,402.51768,34.04818812,0,1.742239526,41.61,17.31
SNCE,Science 37 Holdings Inc,N/A,0.405,0,N/A,N/A,0,47.430322,N/A,0,-0.074283619,1.53,0.19
SNCY,Sun Country Airlines Holdings Inc,N/A,14.09,0,N/A,N/A,0,789.212307,10.26190472,0,1.071902509,23.8,13.74
SNDX,Syndax Pharmaceuticals Inc,Healthcare,11.99,0,N/A,N/A,0,833.113795,N/A,0,0.821372337,29.86,11.93
SNEX,StoneX Group Inc,N/A,91.94,0,N/A,N/A,0,1911.870602,8.233723524,0,0.794928158,106.35,74.43
SNPO,Snap One Holdings Corp,N/A,8.66,0,N/A,N/A,0,661.915097,0,N/A,0.992379259,12.39,7.02
SOI,Solaris Oilfield Infrastructure Inc,Energy,10.25,0.041989302,N/A,N/A,0.430390346,312.391679,11.80752463,0.504324287,1.050926241,13.32,7.08
SOND,Sonder Holdings Inc,N/A,7.2,0,N/A,N/A,0,1585.814033,0,N/A,2.572531787,48.2,5.4
SONO,Sonos Inc,Technology,10.97,0,N/A,N/A,0,1406.991982,N/A,0,1.129605445,21.98,10.82
SOVO,Sovos Brands Inc,N/A,22.38,0,N/A,N/A,0,2267.74537,0,N/A,0.552850908,22.73,12.74
SP,SP Plus Corp,Industrials,51.11,0,N/A,N/A,0,1004.291618,25.23345774,0,0.644612221,52.4,31.52
SPCE,Virgin Galactic Holdings Inc,Industrials,1.64,0,N/A,N/A,0,602.104021,N/A,0,2.318677763,6.61,1.53
SPFI,South Plains Financial Inc,Financial Services,26.63,0.018872464,N/A,N/A,0.502573725,450.411458,6.721957111,0.132256243,0.75395896,31.1,18.56
SPHR,Sphere Entertainment Co,N/A,34.98,0,N/A,N/A,0,972.859353,1.934991114,0,1.137679555,62.79,20.69
SPIR,Spire Global Inc,Technology,3.75,0,N/A,N/A,0,620.464069,N/A,0,2.170425393,12.64,2.8
SPNS,Sapiens International Corp NV,Technology,26.08,0.019392039,N/A,N/A,0.505744366,1438.056677,25.51646043,0.500736996,1.072152592,30.8,15.53
SPNT,SiriusPoint Ltd,N/A,10.11,0,N/A,N/A,0,1663.105959,25.74467429,0,0.741466454,11.34,5.1
SPSC,SPS Commerce Inc.,Technology,167.12,0,N/A,N/A,0,6125.141191,99.19417627,0,1.379924491,196.39,116.58
SPT,Sprout Social Inc,Technology,48.53,0,N/A,N/A,0,2350.879486,N/A,0,2.240010848,74.07,37
SPTN,SpartanNash Co,Consumer Defensive,22.88,0.037587413,0.023809524,0.036175194,0.832056588,792.02314,19.5488866,0.736333264,0.43422057,35.71,19.79
SPWH,Sportsman`s Warehouse Holdings Inc,Consumer Cyclical,4.93,0,N/A,N/A,0,184.310441,0,N/A,0.860760325,10.62,2.98
SPWR,Sunpower Corp,Technology,5.62,0,N/A,N/A,0,984.577393,15.56201229,0,2.046632863,24.97,4.96
SPXC,SPX Technologies Inc,Industrials,79.91,0,N/A,N/A,0,3643.133739,0,N/A,1.218535474,91.94,58.46
SQSP,Squarespace Inc,N/A,29.45,0,N/A,N/A,0,2595.15915,N/A,0,0.648409034,34.38,16.86
SR,Spire Inc.,Utilities,57.66,0.049947971,0.051094891,0.039749759,2.83118281,3033.096937,13.40299133,0.656886963,0.560625224,73.33,53.77
SRCE,1st Source Corp.,Financial Services,41.81,0.030614685,0,0.050611122,1.255508335,1032.200305,8.176685953,0.245216472,0.858453698,57.54,38.25
SRDX,"Surmodics, Inc.",Healthcare,29.65,0,N/A,N/A,0,419.0731,N/A,0,0.884761069,39.41,16
SRI,Stoneridge Inc.,Consumer Cyclical,17.55,0,N/A,N/A,0,483.008169,N/A,0,0.961228317,25.87,14.18
SSB,SouthState Corporation,Financial Services,66.87,0.029701217,0.04,0.06474093,1.986120372,5082.553986,9.413566479,0.280922259,1.18101062,88.94,58.24
SSD,"Simpson Manufacturing Co., Inc.",Industrials,135.1,0.007822859,0.038461538,0.041809268,1.05686821,5765.101765,16.90576271,0.132605798,1.268076443,165.72,75.51
SSP,E.W. Scripps Co.,Communication Services,5.07,0,N/A,N/A,0,367.806963,N/A,0,1.957946472,16.13,4.85
SSTI,SoundThinking Inc,Technology,15.46,0,N/A,N/A,0,189.065473,N/A,0,0.862563209,39.46,15.37
SSTK,Shutterstock Inc,Communication Services,36.92,0.028203064,N/A,N/A,1.041257136,1332.026342,11.79389724,0.334809368,1.313068168,79.96,36.2
STAA,Staar Surgical Co.,Healthcare,40.41,0,N/A,N/A,0,1959.880636,78.74485257,0,1.706193273,81.81,37.01
STAG,STAG Industrial Inc,Real Estate,34.39,0.042744984,0,0.001365577,1.439508488,6178.65593,31.85301087,1.33287823,1.081805533,38.43,26.45
STBA,"S & T Bancorp, Inc.",Financial Services,26.98,0.046058582,N/A,N/A,1.242660541,1031.766948,6.809938338,0.318630908,0.979655404,37.12,24.08
STC,Stewart Information Services Corp.,Financial Services,41.61,0.043172294,0.055555556,0.096262279,1.796399161,1137.883829,22.58916143,0.976303892,0.990471224,50.05,34.44
STEL,Stellar Bancorp Inc,N/A,21.83,0.017608792,N/A,N/A,0.384399934,1163.718967,11.47052297,0.18660191,0.897070114,35.18,19.92
STEM,Stem Inc,N/A,3.83,0,N/A,N/A,0,596.723234,N/A,0,2.252697177,14.83,3.5
STEP,StepStone Group Inc,N/A,30,0.026468975,N/A,N/A,0.794069243,1885.04613,135.5075933,3.597957603,1.31147118,32.39,19.24
STER,Sterling Check Corp,N/A,12.92,0,N/A,N/A,0,1244.59515,0,N/A,1.585962143,20.43,10.58
STGW,Stagwell Inc,N/A,4.02,0,N/A,N/A,0,468.133374,N/A,0,1.636314297,9.23,4
STHO,Star Holdings,N/A,12,0,N/A,N/A,0,159.834624,0,N/A,0.579314303,19.58,11.47
STKL,"Sunopta, Inc.",Consumer Defensive,3.55,0,N/A,N/A,0,419.521222,N/A,0,0.475501965,11.67,2.79
STKS,ONE Group Hospitality Inc,Consumer Cyclical,4.42,0,N/A,N/A,0,139.770274,0,N/A,1.620897923,9.4,4.36
STNE,StoneCo Ltd,Technology,9.71,0,N/A,N/A,0,2587.618512,15.32986993,0,1.367771034,14.83,8.09
STNG,Scorpio Tankers Inc,Energy,56,0.014201481,1.5,0.903653939,0.795282946,3051.644624,0,N/A,0.402850179,63.31,40.14
STOK,Stoke Therapeutics Inc,Healthcare,4.095,0,N/A,N/A,0,181.380306,N/A,0,1.351972315,16.48,3.37
STR,Sitio Royalties Corp,N/A,24.57,0.059846473,N/A,N/A,1.470427839,2006.500451,0,N/A,0.801541033,28.75,18.49
STRA,Strategic Education Inc,Consumer Defensive,80.49,0.029203124,0,0.037137289,2.350559455,1968.579587,53.75108091,1.526337308,0.466149281,94.58,60.64
STRC,Sarcos Technology and Robotics Corporation,N/A,0.7275,0,N/A,N/A,0,18.7695,N/A,0,1.157945498,13.11,0.65
STRL,Sterling Infrastructure Inc,Industrials,72,0,N/A,N/A,0,2218.90104,18.43293187,0,0.877162454,84,23.73
STRO,Sutro Biopharma Inc,Healthcare,3.94,0,N/A,N/A,0,238.37,N/A,0,0.791303764,8.72,3.03
STRS,Stratus Properties Inc.,Real Estate,27.59,0,N/A,N/A,0,220.643162,0,N/A,0.936435807,30.57,18.51
SUM,Summit Materials Inc,Basic Materials,32.79,0,N/A,N/A,0,3899.695419,23.05370407,0,1.353378111,39.56,23.95
SUNL,Sunlight Financial Holdings Inc,N/A,1.25,0,N/A,N/A,0,0,0,N/A,,,
SUPN,Supernus Pharmaceuticals Inc,Healthcare,24.84,0,N/A,N/A,0,1356.124921,31.28532357,0,0.618725908,42.09,24.33
SVC,Service Properties Trust,Real Estate,7.22,0.106008224,19,-0.17709287,0.765379377,1194.654585,N/A,N/A,1.230631254,10.83,6.31
SWAV,ShockWave Medical Inc,Healthcare,192.81,0,N/A,N/A,0,7085.844046,29.05213199,0,1.190890921,320.54,172.5
SWBI,Smith & Wesson Brands Inc,N/A,14.16,0.030528852,N/A,N/A,0.432288549,653.462066,17.81424312,0.545405689,0.818699734,14.37,7.9
SWI,SolarWinds Corp,Technology,9.12,0,N/A,N/A,0,1502.064,N/A,0,1.490643164,12.22,7.94
SWIM,Latham Group Inc,N/A,2.33,0,N/A,N/A,0,267.580373,N/A,0,1.919642865,4.79,2.12
SWKH,Swk Holdings Corp,Financial Services,15.86,0,N/A,N/A,0,198.89206,11.03913306,0,0.282532798,19.99,15.26
SWTX,SpringWorks Therapeutics Inc,Healthcare,22.69,0,N/A,N/A,0,1419.709102,0,N/A,1.173563057,34.16,21.04
SWX,Southwest Gas Holdings Inc,Utilities,57.59,0.043063032,0,0.035804204,2.443209982,4116.337797,N/A,N/A,0.752838012,71.57,52.69
SXC,SunCoke Energy Inc,Basic Materials,9.76,0.034325396,N/A,N/A,0.335015862,817.888,9.097753059,0.3160527,0.952412314,10.37,6.11
SXI,Standex International Corp.,Industrials,146.57,0.0076414,0.076923077,0.069610376,1.11669816,1733.945525,12.47514623,0.096516695,0.979277753,168.81,84
SXT,Sensient Technologies Corp.,Basic Materials,53.14,0.030861874,0,0.026351854,1.625312191,2245.159899,16.89957998,0.517615347,0.919762724,78.24,52.9
SYBT,Stock Yards Bancorp Inc,Financial Services,39.76,0.030181087,0.034482759,0.037137289,1.149996042,1165.869001,10.13940202,0.294116635,0.924375075,75.98,38.34
SYNA,Synaptics Inc,Technology,94.92,0,N/A,N/A,0,3663.912,49.78141304,0,2.212052214,142.14,67.73
TALO,Talos Energy Inc,Energy,15.78,0,N/A,N/A,0,1957.603128,5.487294052,0,1.458034526,22.5,10.69
TALS,Talaris Therapeutics Inc,N/A,2.86,0,N/A,N/A,0,122.305512,0,N/A,1.066167915,3.29,0.89
TARS,Tarsus Pharmaceuticals Inc,N/A,12.98,0,N/A,N/A,0,423.362391,N/A,0,0.66306181,25.25,11.33
TBBK,Bancorp Inc. (The),Financial Services,33.68,0,N/A,N/A,0,1828.21968,10.81940441,0,1.488605265,41.52,23.3
TBI,TrueBlue Inc,Industrials,14.6,0,N/A,N/A,0,452.670109,28.0656029,0,0.757338025,22.31,13.52
TBPH,Theravance Biopharma Inc,Healthcare,9.06,0,N/A,N/A,0,478.486722,0,N/A,0.605505543,12.03,8.25
TCBI,"Texas Capital Bancshares, Inc.",Financial Services,57.36,0,N/A,N/A,0,2753.326347,7.895272708,0,1.350407695,69.27,42.79
TCBK,Trico Bancshares,Financial Services,31.4,0.037349924,0,0.095654258,1.172787629,1044.469033,7.771000052,0.291738216,1.022811705,55.97,27.71
TCBX,Third Coast Bancshares Inc,N/A,16.52,0,N/A,N/A,0,224.788582,7.84438099,0,0.954760648,21.5,12.31
TCI,"Transcontinental Realty Investors, Inc.",Real Estate,27.51,0,N/A,N/A,0,237.667583,0.538506259,0,0.546932211,47.35,27.41
TCMD,Tactile Systems Technology Inc,Healthcare,11.15,0,N/A,N/A,0,261.589715,734.8025706,0,0.964835205,26.11,6.52
TCS,Container Store Group Inc,Consumer Cyclical,2.03,0,N/A,N/A,0,104.326332,N/A,0,1.557410533,5.8,1.85
TCX,"Tucows, Inc.",Technology,20.19,0,N/A,N/A,0,217.841358,N/A,0,1.70824988,47.35,16.03
TDS,"Telephone And Data Systems, Inc.",Communication Services,17.88,0.041387025,0.027777778,0.029462068,0.717359484,1882.324152,N/A,N/A,0.333871902,21.52,6.21
TDUP,ThredUp Inc,N/A,3.04,0,N/A,N/A,0,228.72352,N/A,0,1.380472909,4.39,0.7305
TDW,Tidewater Inc.,Energy,69.43,0,N/A,N/A,0,3656.666269,74.13864541,0,0.87613843,73.55,24.49
TELL,Tellurian Inc,Energy,0.883,0,N/A,N/A,0,513.746818,N/A,0,1.966002086,3.14,0.85
TENB,Tenable Holdings Inc,Technology,42.82,0,N/A,N/A,0,4951.662622,N/A,0,1.458484191,49.77,29.62
TEX,Terex Corp.,Industrials,53.04,0.011283309,N/A,N/A,0.598466721,3574.896,8.015461883,0.092071803,1.349043853,65.46,31.96
TFIN,Triumph Financial Inc,N/A,59.5,0,N/A,N/A,0,1384.901473,28.12325304,0,1.431198949,72.62,45.08
TFM,Fresh Market Holdings Inc (The),N/A,,0,N/A,N/A,0,0,0,N/A,,,
TG,Tredegar Corp.,Basic Materials,5.2,0.073628702,0.083333333,0.033975227,0.382869252,178.80032,N/A,N/A,0.816215793,12.08,4.9
TGAN,Transphorm Inc,N/A,2.16,0,N/A,N/A,0,133.834982,0,N/A,1.733046827,7.67,1.94
TGH,Textainer Group Holdings Limited,Industrials,35.73,0.031816458,N/A,N/A,1.136802047,1514.854421,6.228534864,0.208205503,0.677132946,42.68,26.86
TGI,Triumph Group Inc.,Industrials,7.17,0,N/A,N/A,0,550.034225,6.726437225,0,,13.33,7
TGNA,TEGNA Inc,Communication Services,14.08,0.028059675,0.197368421,0.101972288,0.39508022,2837.42983,4.240831104,0.131693407,0.379262728,21.88,13.66
TGTX,TG Therapeutics Inc,Healthcare,6.69,0,N/A,N/A,0,1010.039903,N/A,0,3.08456868,35.67,4.86
TH,Target Hospitality Corp,Energy,14.94,0,N/A,N/A,0,1517.845077,10.77463993,0,0.183638645,18.48,10.4
THFF,First Financial Corp. - Indiana,Financial Services,33.08,0.032648126,N/A,N/A,1.063577498,396.152021,5.953681615,0.192328662,0.688979744,47.81,30.06
THR,Thermon Group Holdings Inc,Industrials,27.16,0,N/A,N/A,0,914.944596,24.04711408,0,0.887771325,29.17,16.09
THRD,Third Harmonic Bio Inc,N/A,6.74,0,N/A,N/A,0,272.157715,0,N/A,1.190803742,24.6,3.75
THRM,Gentherm Inc,Consumer Cyclical,53.5,0,N/A,N/A,0,1764.994211,146.6672936,0,1.125391153,76.13,51.95
THRN,Thorne Healthtech Inc,N/A,10.19,0,N/A,N/A,0,549.445004,0,N/A,0.344530989,10.2,3.41
THRX,Theseus Pharmaceuticals Inc,N/A,2.35,0,N/A,N/A,0,102.467917,0,N/A,1.695752159,14.77,2.28
THRY,Thryv Holdings Inc,N/A,18.41,0,N/A,N/A,0,637.057247,N/A,0,1.068862323,26.01,17.3
THS,Treehouse Foods Inc,Consumer Defensive,40.28,0,N/A,N/A,0,2270.926947,N/A,0,0.332655964,55.3,38.18
TIL,Instil Bio Inc,N/A,0.369,0,N/A,N/A,0,47.999187,0,N/A,1.303790813,5.26,0.3471
TILE,Interface Inc.,Consumer Cyclical,9.27,0.004301102,0,-0.312271015,0.039871219,538.651658,111.9857917,0.483287506,1.207984601,12.22,6.48
TIPT,Tiptree Inc,Financial Services,15.75,0.01198479,0.25,0.073940924,0.188760436,578.808846,0,N/A,0.461286314,18,10.87
TITN,Titan Machinery Inc,Industrials,25.61,0,N/A,N/A,0,585.544761,5.040586408,0,1.160891769,47.87,24.48
TK,Teekay Corp,Energy,6.55,0,N/A,N/A,0,598.505654,3.709638485,0,0.60363424,7.26,3.66
TKNO,Alpha Teknova Inc,N/A,1.98,0,N/A,N/A,0,56.115778,N/A,0,1.476062132,6.48,1.62
